date,province,kabupaten,hotspot_count
2002-01,RIAU,INDRAGIRI HILIR,11
2002-01,KALIMANTAN TIMUR,KOTA BONTANG,1
2002-01,RIAU,KOTA DUMAI,23
2002-01,KALIMANTAN TIMUR,KUTAI TIMUR,1
2002-01,SUMATERA UTARA,LABUHANBATU UTARA,1
2002-01,SUMATERA UTARA,LANGKAT,1
2002-01,SULAWESI SELATAN,LUWU TIMUR,15
2002-01,JAWA TIMUR,MALANG,1
2002-01,SUMATERA UTARA,MANDAILING NATAL,2
2002-01,SUMATERA SELATAN,MUSI BANYUASIN,1
2002-01,ACEH,NAGAN RAYA,3
2002-01,SUMATERA BARAT,PASAMAN BARAT,2
2002-01,RIAU,ROKAN HILIR,3
2002-01,RIAU,SIAK,2
2002-01,SUMATERA UTARA,TAPANULI SELATAN,1
2002-02,JAMBI,BATANGHARI,2
2002-02,RIAU,BENGKALIS,341
2002-02,KEPULAUAN RIAU,BINTAN,1
2002-02,RIAU,INDRAGIRI HILIR,98
2002-02,RIAU,INDRAGIRI HULU,4
2002-02,RIAU,KAMPAR,3
2002-02,KEPULAUAN RIAU,KARIMUN,3
2002-02,RIAU,KEPULAUAN MERANTI,5
2002-02,RIAU,KOTA DUMAI,256
2002-02,RIAU,KUANTAN SENGINGI,3
2002-02,KALIMANTAN BARAT,KUBURAYA,2
2002-02,KALIMANTAN TIMUR,KUTAI TIMUR,2
2002-02,SUMATERA UTARA,LABUHANBATU UTARA,1
2002-02,SULAWESI SELATAN,LUWU TIMUR,4
2002-02,JAWA TENGAH,MAGELANG,1
2002-02,SUMATERA UTARA,MANDAILING NATAL,2
2002-02,JAMBI,MUARO JAMBI,4
2002-02,SUMATERA SELATAN,MUSI BANYUASIN,3
2002-02,SUMATERA BARAT,PASAMAN BARAT,3
2002-02,RIAU,PELALAWAN,58
2002-02,SUMATERA BARAT,PESISIR SELATAN,1
2002-02,RIAU,ROKAN HILIR,28
2002-02,RIAU,SIAK,62
2002-02,SUMATERA UTARA,TAPANULI SELATAN,4
2002-03,RIAU,BENGKALIS,282
2002-03,KEPULAUAN RIAU,BINTAN,1
2002-03,JAWA TENGAH,BLORA,7
2002-03,RIAU,INDRAGIRI HILIR,37
2002-03,RIAU,KAMPAR,2
2002-03,KEPULAUAN RIAU,KARIMUN,1
2002-03,RIAU,KEPULAUAN MERANTI,6
2002-03,KALIMANTAN BARAT,KETAPANG,1
2002-03,KEPULAUAN RIAU,KOTA BATAM,1
2002-03,RIAU,KOTA DUMAI,167
2002-03,SUMATERA UTARA,LABUHANBATU,3
2002-03,SUMATERA UTARA,LABUHANBATU UTARA,14
2002-03,SUMATERA UTARA,LANGKAT,1
2002-03,SULAWESI SELATAN,LUWU TIMUR,11
2002-03,KALIMANTAN UTARA,NUNUKAN,3
2002-03,RIAU,PELALAWAN,11
2002-03,RIAU,ROKAN HILIR,67
2002-03,RIAU,ROKAN HULU,1
2002-03,RIAU,SIAK,44
2002-04,ACEH,ACEH TIMUR,1
2002-04,KEPULAUAN RIAU,BINTAN,3
2002-04,JAWA TENGAH,BOYOLALI,1
2002-04,SUMATERA UTARA,DELI SERDANG,1
2002-04,RIAU,INDRAGIRI HILIR,4
2002-04,KEPULAUAN RIAU,KARIMUN,1
2002-04,JAWA TENGAH,KLATEN,1
2002-04,RIAU,KOTA PEKANBARU,1
2002-04,KALIMANTAN TIMUR,KUTAI TIMUR,1
2002-04,SUMATERA UTARA,LABUHANBATU UTARA,2
2002-04,JAWA TIMUR,LUMAJANG,1
2002-04,SULAWESI SELATAN,LUWU TIMUR,9
2002-04,JAWA TENGAH,MAGELANG,1
2002-04,JAWA TIMUR,MALANG,2
2002-04,KALIMANTAN UTARA,NUNUKAN,1
2002-04,SUMATERA UTARA,PADANG LAWAS UTARA,1
2002-04,RIAU,SIAK,2
2002-05,ACEH,ACEH BARAT,1
2002-05,RIAU,BENGKALIS,11
2002-05,JAWA TENGAH,BOYOLALI,1
2002-05,JAWA TENGAH,BREBES,1
2002-05,MALUKU,BURU SELATAN,1
2002-05,PAPUA PEGUNUNGAN,JAYAWIJAYA,2
2002-05,RIAU,KAMPAR,3
2002-05,KALIMANTAN BARAT,KETAPANG,2
2002-05,RIAU,KOTA DUMAI,4
2002-05,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,2
2002-05,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,1
2002-05,RIAU,KUANTAN SENGINGI,1
2002-05,SUMATERA UTARA,LABUHANBATU,2
2002-05,SUMATERA UTARA,LABUHANBATU SELATAN,5
2002-05,SUMATERA UTARA,LABUHANBATU UTARA,5
2002-05,LAMPUNG,LAMPUNG TENGAH,2
2002-05,JAWA TIMUR,LUMAJANG,3
2002-05,SULAWESI SELATAN,LUWU TIMUR,9
2002-05,JAWA TIMUR,MALANG,6
2002-05,BENGKULU,MUKO-MUKO,2
2002-05,KALIMANTAN TENGAH,MURUNG RAYA,1
2002-05,SUMATERA SELATAN,OGAN KOMERING ILIR,1
2002-05,SUMATERA UTARA,PADANG LAWAS UTARA,11
2002-05,RIAU,PELALAWAN,1
2002-05,SUMATERA BARAT,PESISIR SELATAN,2
2002-05,RIAU,ROKAN HILIR,3
2002-05,RIAU,ROKAN HULU,7
2002-05,SUMATERA UTARA,SERDANG BEDAGAI,1
2002-05,RIAU,SIAK,4
2002-05,NUSA TENGGARA TIMUR,SUMBA TIMUR,4
2002-05,LAMPUNG,WAYKANAN,1
2002-06,ACEH,ACEH TENGAH,2
2002-06,SUMATERA UTARA,ASAHAN,1
2002-06,JAWA BARAT,BANDUNG,1
2002-06,KEPULAUAN BANGKA BELITUNG,BANGKA,1
2002-06,JAWA TIMUR,BANYUWANGI,1
2002-06,ACEH,BENER MERIAH,2
2002-06,RIAU,BENGKALIS,21
2002-06,JAWA TENGAH,BOYOLALI,1
2002-06,JAWA TENGAH,BREBES,1
2002-06,SUMATERA UTARA,DELI SERDANG,1
2002-06,GORONTALO,GORONTALO,1
2002-06,JAWA TIMUR,JEMBER,1
2002-06,JAWA TIMUR,JOMBANG,1
2002-06,RIAU,KAMPAR,2
2002-06,KALIMANTAN TENGAH,KAPUAS,1
2002-06,RIAU,KOTA DUMAI,2
2002-06,BANTEN,KOTA TANGERANG,2
2002-06,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,3
2002-06,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,1
2002-06,RIAU,KUANTAN SENGINGI,4
2002-06,SUMATERA UTARA,LABUHANBATU SELATAN,4
2002-06,SUMATERA UTARA,LABUHANBATU UTARA,2
2002-06,LAMPUNG,LAMPUNG TENGAH,3
2002-06,SUMATERA UTARA,LANGKAT,1
2002-06,NUSA TENGGARA BARAT,LOMBOK TIMUR,1
2002-06,JAWA TIMUR,LUMAJANG,3
2002-06,SULAWESI SELATAN,LUWU TIMUR,7
2002-06,JAWA TIMUR,MALANG,7
2002-06,JAMBI,MUARO JAMBI,1
2002-06,BENGKULU,MUKO-MUKO,1
2002-06,SUMATERA SELATAN,MUSI BANYUASIN,2
2002-06,NUSA TENGGARA TIMUR,NGADA,2
2002-06,JAWA TIMUR,NGAWI,1
2002-06,SUMATERA SELATAN,OGAN ILIR,2
2002-06,SUMATERA SELATAN,OGAN KOMERING ULU,2
2002-06,SUMATERA UTARA,PADANG LAWAS UTARA,5
2002-06,SUMATERA BARAT,PESISIR SELATAN,2
2002-06,RIAU,ROKAN HILIR,9
2002-06,RIAU,ROKAN HULU,1
2002-06,KALIMANTAN TENGAH,SERUYAN,1
2002-06,RIAU,SIAK,3
2002-06,NUSA TENGGARA TIMUR,SIKKA,2
2002-06,KALIMANTAN BARAT,SINTANG,1
2002-06,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,1
2002-06,NUSA TENGGARA TIMUR,SUMBA TENGAH,2
2002-06,NUSA TENGGARA TIMUR,SUMBA TIMUR,2
2002-06,JAMBI,TANJUNG JABUNG TIMUR,2
2002-07,ACEH,ACEH TENGAH,2
2002-07,ACEH,ACEH TENGGARA,2
2002-07,ACEH,ACEH UTARA,2
2002-07,NUSA TENGGARA TIMUR,ALOR,2
2002-07,SUMATERA UTARA,ASAHAN,5
2002-07,KEPULAUAN BANGKA BELITUNG,BANGKA,1
2002-07,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,8
2002-07,KALIMANTAN SELATAN,BANJAR,4
2002-07,SUMATERA SELATAN,BANYUASIN,2
2002-07,KALIMANTAN TENGAH,BARITO SELATAN,24
2002-07,KALIMANTAN TENGAH,BARITO TIMUR,13
2002-07,JAMBI,BATANGHARI,1
2002-07,KEPULAUAN BANGKA BELITUNG,BELITUNG,6
2002-07,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1
2002-07,ACEH,BENER MERIAH,3
2002-07,RIAU,BENGKALIS,11
2002-07,KALIMANTAN BARAT,BENGKAYANG,14
2002-07,BENGKULU,BENGKULU UTARA,7
2002-07,KALIMANTAN TIMUR,BERAU,12
2002-07,NUSA TENGGARA BARAT,BIMA,3
2002-07,ACEH,BIREUEN,5
2002-07,JAWA TIMUR,BLITAR,1
2002-07,GORONTALO,BOALEMO,2
2002-07,SULAWESI UTARA,BOLAANG MONGONDOW,1
2002-07,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,1
2002-07,SULAWESI TENGGARA,BOMBANA,2
2002-07,JAWA TIMUR,BONDOWOSO,1
2002-07,JAWA TENGAH,BOYOLALI,2
2002-07,JAWA TENGAH,BREBES,3
2002-07,KALIMANTAN UTARA,BULUNGAN,1
2002-07,JAMBI,BUNGO,4
2002-07,SULAWESI TENGAH,BUOL,3
2002-07,MALUKU,BURU,5
2002-07,MALUKU,BURU SELATAN,2
2002-07,JAWA BARAT,CIANJUR,1
2002-07,SUMATERA UTARA,DAIRI,2
2002-07,SUMATERA UTARA,DELI SERDANG,2
2002-07,NUSA TENGGARA BARAT,DOMPU,5
2002-07,SUMATERA SELATAN,EMPAT LAWANG,1
2002-07,PAPUA BARAT,FAK-FAK,3
2002-07,ACEH,GAYOLUES,7
2002-07,GORONTALO,GORONTALO,3
2002-07,SULAWESI SELATAN,GOWA,1
2002-07,JAWA TIMUR,GRESIK,2
2002-07,MALUKU UTARA,HALMAHERA TIMUR,1
2002-07,MALUKU UTARA,HALMAHERA UTARA,1
2002-07,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,2
2002-07,SUMATERA UTARA,HUMBANG HASUNDUTAN,1
2002-07,RIAU,INDRAGIRI HILIR,3
2002-07,RIAU,INDRAGIRI HULU,1
2002-07,JAWA TIMUR,JEMBER,1
2002-07,JAWA TIMUR,JOMBANG,1
2002-07,RIAU,KAMPAR,4
2002-07,KALIMANTAN TENGAH,KAPUAS,51
2002-07,KALIMANTAN BARAT,KAPUAS HULU,20
2002-07,SUMATERA UTARA,KARO,2
2002-07,KALIMANTAN TENGAH,KATINGAN,13
2002-07,KALIMANTAN BARAT,KAYONG UTARA,6
2002-07,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,6
2002-07,KALIMANTAN BARAT,KETAPANG,22
2002-07,SULAWESI TENGGARA,KONAWE UTARA,1
2002-07,SULAWESI UTARA,KOTA BITUNG,1
2002-07,KALIMANTAN TIMUR,KOTA BONTANG,1
2002-07,BANTEN,KOTA CILEGON,1
2002-07,RIAU,KOTA DUMAI,10
2002-07,SUMATERA SELATAN,KOTA LUBUK LINGGAU,1
2002-07,KALIMANTAN TENGAH,KOTA PALANGKARAYA,28
2002-07,SULAWESI TENGAH,KOTA PALU,1
2002-07,KALIMANTAN BARAT,KOTA PONTIANAK,1
2002-07,SUMATERA SELATAN,KOTA PRABUMULIH,1
2002-07,KALIMANTAN BARAT,KOTA SINGKAWANG,1
2002-07,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,40
2002-07,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,51
2002-07,RIAU,KUANTAN SENGINGI,3
2002-07,KALIMANTAN BARAT,KUBURAYA,29
2002-07,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2
2002-07,KALIMANTAN TIMUR,KUTAI TIMUR,2
2002-07,SUMATERA UTARA,LABUHANBATU,7
2002-07,SUMATERA UTARA,LABUHANBATU SELATAN,123
2002-07,SUMATERA UTARA,LABUHANBATU UTARA,35
2002-07,KALIMANTAN TENGAH,LAMANDAU,4
2002-07,LAMPUNG,LAMPUNG TENGAH,2
2002-07,LAMPUNG,LAMPUNG TIMUR,3
2002-07,KALIMANTAN BARAT,LANDAK,12
2002-07,JAWA TIMUR,LUMAJANG,8
2002-07,SULAWESI SELATAN,LUWU TIMUR,33
2002-07,KALIMANTAN TIMUR,MAHAKAM ULU,1
2002-07,JAWA TIMUR,MALANG,13
2002-07,MALUKU,MALUKU BARAT DAYA,1
2002-07,MALUKU,MALUKU TENGAH,2
2002-07,SULAWESI BARAT,MAMASA,1
2002-07,SULAWESI BARAT,MAMUJU,1
2002-07,SULAWESI BARAT,MAMUJU TENGAH,4
2002-07,SULAWESI BARAT,MAMUJU UTARA,1
2002-07,SUMATERA UTARA,MANDAILING NATAL,1
2002-07,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,2
2002-07,PAPUA BARAT,MANOKWARI SELATAN,4
2002-07,PAPUA SELATAN,MAPPI,1
2002-07,KALIMANTAN BARAT,MELAWI,4
2002-07,KALIMANTAN BARAT,MEMPAWAH,7
2002-07,JAMBI,MERANGIN,7
2002-07,PAPUA SELATAN,MERAUKE,9
2002-07,SULAWESI TENGAH,MOROWALI UTARA,3
2002-07,SUMATERA SELATAN,MUARA ENIM,4
2002-07,BENGKULU,MUKO-MUKO,5
2002-07,SULAWESI TENGGARA,MUNA BARAT,1
2002-07,KALIMANTAN TENGAH,MURUNG RAYA,1
2002-07,SUMATERA SELATAN,MUSI BANYUASIN,2
2002-07,SUMATERA SELATAN,MUSI RAWAS,2
2002-07,PAPUA TENGAH,NABIRE,1
2002-07,ACEH,NAGAN RAYA,1
2002-07,NUSA TENGGARA TIMUR,NGADA,1
2002-07,JAWA TIMUR,NGANJUK,1
2002-07,JAWA TIMUR,NGAWI,1
2002-07,SUMATERA SELATAN,OGAN KOMERING ILIR,2
2002-07,SUMATERA UTARA,PADANG LAWAS,5
2002-07,SUMATERA UTARA,PADANG LAWAS UTARA,34
2002-07,SUMATERA SELATAN,PALI,7
2002-07,SUMATERA BARAT,PASAMAN,1
2002-07,KALIMANTAN TIMUR,PASER,6
2002-07,PAPUA BARAT,PEGUNUNGAN ARFAK,1
2002-07,RIAU,PELALAWAN,1
2002-07,JAWA TENGAH,PEMALANG,1
2002-07,LAMPUNG,PESISIR BARAT,1
2002-07,SUMATERA BARAT,PESISIR SELATAN,8
2002-07,KALIMANTAN TENGAH,PULANG PISAU,19
2002-07,RIAU,ROKAN HILIR,235
2002-07,RIAU,ROKAN HULU,121
2002-07,NUSA TENGGARA TIMUR,ROTE NDAO,1
2002-07,KALIMANTAN BARAT,SAMBAS,24
2002-07,KALIMANTAN BARAT,SANGGAU,8
2002-07,JAMBI,SAROLANGUN,1
2002-07,KALIMANTAN BARAT,SEKADAU,6
2002-07,MALUKU,SERAM BAGIAN BARAT,2
2002-07,MALUKU,SERAM BAGIAN TIMUR,3
2002-07,KALIMANTAN TENGAH,SERUYAN,8
2002-07,RIAU,SIAK,3
2002-07,JAWA TIMUR,SIDOARJO,2
2002-07,SULAWESI TENGAH,SIGI,1
2002-07,NUSA TENGGARA TIMUR,SIKKA,1
2002-07,SUMATERA UTARA,SIMALUNGUN,6
2002-07,KALIMANTAN BARAT,SINTANG,42
2002-07,JAWA TIMUR,SITUBONDO,1
2002-07,SUMATERA BARAT,SOLOK SELATAN,1
2002-07,JAWA BARAT,SUKABUMI,1
2002-07,KALIMANTAN TENGAH,SUKAMARA,11
2002-07,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,3
2002-07,NUSA TENGGARA TIMUR,SUMBA TENGAH,6
2002-07,NUSA TENGGARA TIMUR,SUMBA TIMUR,14
2002-07,NUSA TENGGARA BARAT,SUMBAWA,1
2002-07,KALIMANTAN SELATAN,TABALONG,1
2002-07,SULAWESI SELATAN,TAKALAR,2
2002-07,PAPUA BARAT DAYA,TAMBRAUW,1
2002-07,KALIMANTAN SELATAN,TANAH LAUT,5
2002-07,JAMBI,TANJUNG JABUNG BARAT,3
2002-07,JAMBI,TANJUNG JABUNG TIMUR,1
2002-07,SUMATERA UTARA,TAPANULI SELATAN,4
2002-07,SUMATERA UTARA,TAPANULI TENGAH,1
2002-07,SUMATERA UTARA,TAPANULI UTARA,1
2002-07,KALIMANTAN SELATAN,TAPIN,2
2002-07,JAMBI,TEBO,2
2002-07,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,1
2002-07,SULAWESI TENGAH,TOJO UNA-UNA,3
2002-07,SULAWESI TENGAH,TOLI TOLI,7
2002-07,PAPUA PEGUNUNGAN,TOLIKARA,1
2002-07,LAMPUNG,TULANG BAWANG,1
2002-08,ACEH,ACEH BARAT,3
2002-08,ACEH,ACEH BESAR,13
2002-08,ACEH,ACEH JAYA,4
2002-08,ACEH,ACEH TENGAH,25
2002-08,NUSA TENGGARA TIMUR,ALOR,24
2002-08,SUMATERA UTARA,ASAHAN,1
2002-08,KALIMANTAN SELATAN,BALANGAN,4
2002-08,SULAWESI TENGAH,BANGGAI,1
2002-08,KEPULAUAN BANGKA BELITUNG,BANGKA,34
2002-08,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,29
2002-08,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,65
2002-08,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,10
2002-08,KALIMANTAN SELATAN,BANJAR,23
2002-08,SUMATERA SELATAN,BANYUASIN,45
2002-08,JAWA TIMUR,BANYUWANGI,1
2002-08,KALIMANTAN SELATAN,BARITO KUALA,19
2002-08,KALIMANTAN TENGAH,BARITO SELATAN,156
2002-08,KALIMANTAN TENGAH,BARITO TIMUR,62
2002-08,KALIMANTAN TENGAH,BARITO UTARA,7
2002-08,SULAWESI SELATAN,BARRU,2
2002-08,JAMBI,BATANGHARI,27
2002-08,KEPULAUAN BANGKA BELITUNG,BELITUNG,27
2002-08,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,24
2002-08,NUSA TENGGARA TIMUR,BELU,9
2002-08,ACEH,BENER MERIAH,3
2002-08,RIAU,BENGKALIS,9
2002-08,KALIMANTAN BARAT,BENGKAYANG,228
2002-08,BENGKULU,BENGKULU SELATAN,1
2002-08,BENGKULU,BENGKULU TENGAH,4
2002-08,BENGKULU,BENGKULU UTARA,3
2002-08,KALIMANTAN TIMUR,BERAU,98
2002-08,NUSA TENGGARA BARAT,BIMA,8
2002-08,KEPULAUAN RIAU,BINTAN,1
2002-08,GORONTALO,BOALEMO,4
2002-08,SULAWESI UTARA,BOLAANG MONGONDOW,5
2002-08,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,8
2002-08,SULAWESI TENGGARA,BOMBANA,7
2002-08,SULAWESI SELATAN,BONE,1
2002-08,GORONTALO,BONE BOLANGO,2
2002-08,JAWA TENGAH,BREBES,3
2002-08,KALIMANTAN UTARA,BULUNGAN,58
2002-08,JAMBI,BUNGO,40
2002-08,SULAWESI TENGAH,BUOL,3
2002-08,MALUKU,BURU,15
2002-08,MALUKU,BURU SELATAN,3
2002-08,JAWA BARAT,CIREBON,2
2002-08,SUMATERA BARAT,DHARMASRAYA,7
2002-08,NUSA TENGGARA BARAT,DOMPU,2
2002-08,SULAWESI TENGAH,DONGGALA,4
2002-08,SUMATERA SELATAN,EMPAT LAWANG,6
2002-08,NUSA TENGGARA TIMUR,ENDE,3
2002-08,PAPUA BARAT,FAK-FAK,16
2002-08,JAWA BARAT,GARUT,4
2002-08,ACEH,GAYOLUES,15
2002-08,GORONTALO,GORONTALO,11
2002-08,GORONTALO,GORONTALO UTARA,6
2002-08,SULAWESI SELATAN,GOWA,1
2002-08,KALIMANTAN TENGAH,GUNUNG MAS,158
2002-08,MALUKU UTARA,HALMAHERA TIMUR,3
2002-08,MALUKU UTARA,HALMAHERA UTARA,11
2002-08,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,35
2002-08,KALIMANTAN SELATAN,HULU SUNGAI UTARA,5
2002-08,RIAU,INDRAGIRI HILIR,58
2002-08,RIAU,INDRAGIRI HULU,78
2002-08,JAWA BARAT,INDRAMAYU,4
2002-08,PAPUA,JAYAPURA,1
2002-08,PAPUA PEGUNUNGAN,JAYAWIJAYA,1
2002-08,SULAWESI SELATAN,JENEPONTO,2
2002-08,JAWA TIMUR,JOMBANG,1
2002-08,RIAU,KAMPAR,36
2002-08,KALIMANTAN TENGAH,KAPUAS,981
2002-08,KALIMANTAN BARAT,KAPUAS HULU,524
2002-08,JAWA TENGAH,KARANGANYAR,2
2002-08,BALI,KARANGASEM,1
2002-08,KEPULAUAN RIAU,KARIMUN,2
2002-08,KALIMANTAN TENGAH,KATINGAN,445
2002-08,BENGKULU,KAUR,2
2002-08,KALIMANTAN BARAT,KAYONG UTARA,33
2002-08,KALIMANTAN BARAT,KETAPANG,1036
2002-08,SULAWESI TENGGARA,KOLAKA,3
2002-08,SULAWESI TENGGARA,KONAWE,1
2002-08,SULAWESI TENGGARA,KONAWE SELATAN,2
2002-08,SULAWESI TENGGARA,KONAWE UTARA,1
2002-08,JAWA TIMUR,KOTA BATU,1
2002-08,BANTEN,KOTA CILEGON,1
2002-08,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1
2002-08,KALIMANTAN TENGAH,KOTA PALANGKARAYA,309
2002-08,SUMATERA SELATAN,KOTA PRABUMULIH,2
2002-08,KALIMANTAN BARAT,KOTA SINGKAWANG,2
2002-08,KALIMANTAN UTARA,KOTA TARAKAN,1
2002-08,KALIMANTAN SELATAN,KOTABARU,20
2002-08,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,244
2002-08,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,943
2002-08,RIAU,KUANTAN SENGINGI,25
2002-08,KALIMANTAN BARAT,KUBURAYA,153
2002-08,NUSA TENGGARA TIMUR,KUPANG,21
2002-08,KALIMANTAN TIMUR,KUTAI BARAT,45
2002-08,KALIMANTAN TIMUR,KUTAI KARTANEGARA,83
2002-08,KALIMANTAN TIMUR,KUTAI TIMUR,89
2002-08,SUMATERA UTARA,LABUHANBATU,10
2002-08,SUMATERA UTARA,LABUHANBATU SELATAN,51
2002-08,SUMATERA UTARA,LABUHANBATU UTARA,24
2002-08,SUMATERA SELATAN,LAHAT,10
2002-08,KALIMANTAN TENGAH,LAMANDAU,208
2002-08,JAWA TIMUR,LAMONGAN,4
2002-08,LAMPUNG,LAMPUNG TENGAH,5
2002-08,LAMPUNG,LAMPUNG TIMUR,10
2002-08,LAMPUNG,LAMPUNG UTARA,7
2002-08,KALIMANTAN BARAT,LANDAK,512
2002-08,SUMATERA UTARA,LANGKAT,1
2002-08,PAPUA PEGUNUNGAN,LANNY JAYA,2
2002-08,BANTEN,LEBAK,2
2002-08,NUSA TENGGARA TIMUR,LEMBATA,3
2002-08,SUMATERA BARAT,LIMA PULUH KOTA,2
2002-08,NUSA TENGGARA BARAT,LOMBOK TIMUR,2
2002-08,JAWA TIMUR,LUMAJANG,17
2002-08,SULAWESI SELATAN,LUWU TIMUR,30
2002-08,SULAWESI SELATAN,LUWU UTARA,3
2002-08,KALIMANTAN TIMUR,MAHAKAM ULU,51
2002-08,SULAWESI BARAT,MAJENE,6
2002-08,NUSA TENGGARA TIMUR,MALAKA,1
2002-08,JAWA TIMUR,MALANG,23
2002-08,KALIMANTAN UTARA,MALINAU,68
2002-08,MALUKU,MALUKU BARAT DAYA,4
2002-08,MALUKU,MALUKU TENGAH,14
2002-08,MALUKU,MALUKU TENGGARA BARAT,2
2002-08,SULAWESI BARAT,MAMASA,15
2002-08,PAPUA PEGUNUNGAN,MAMBERAMO TENGAH,1
2002-08,SULAWESI BARAT,MAMUJU,19
2002-08,SULAWESI BARAT,MAMUJU TENGAH,6
2002-08,SULAWESI BARAT,MAMUJU UTARA,3
2002-08,NUSA TENGGARA TIMUR,MANGGARAI BARAT,1
2002-08,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5
2002-08,PAPUA BARAT,MANOKWARI,1
2002-08,PAPUA BARAT,MANOKWARI SELATAN,10
2002-08,PAPUA SELATAN,MAPPI,4
2002-08,SULAWESI SELATAN,MAROS,2
2002-08,KALIMANTAN BARAT,MELAWI,332
2002-08,KALIMANTAN BARAT,MEMPAWAH,73
2002-08,JAMBI,MERANGIN,40
2002-08,PAPUA SELATAN,MERAUKE,31
2002-08,LAMPUNG,MESUJI,7
2002-08,SULAWESI UTARA,MINAHASA,2
2002-08,SULAWESI UTARA,MINAHASA SELATAN,5
2002-08,SULAWESI UTARA,MINAHASA TENGGARA,6
2002-08,SULAWESI UTARA,MINAHASA UTARA,5
2002-08,SULAWESI TENGAH,MOROWALI UTARA,6
2002-08,SUMATERA SELATAN,MUARA ENIM,61
2002-08,JAMBI,MUARO JAMBI,150
2002-08,BENGKULU,MUKO-MUKO,5
2002-08,SULAWESI TENGGARA,MUNA,1
2002-08,SULAWESI TENGGARA,MUNA BARAT,1
2002-08,KALIMANTAN TENGAH,MURUNG RAYA,50
2002-08,SUMATERA SELATAN,MUSI BANYUASIN,245
2002-08,SUMATERA SELATAN,MUSI RAWAS,139
2002-08,SUMATERA SELATAN,MUSI RAWAS UTARA,92
2002-08,ACEH,NAGAN RAYA,14
2002-08,NUSA TENGGARA TIMUR,NAGEKEO,2
2002-08,NUSA TENGGARA TIMUR,NGADA,1
2002-08,JAWA TIMUR,NGANJUK,2
2002-08,JAWA TIMUR,NGAWI,2
2002-08,KALIMANTAN UTARA,NUNUKAN,20
2002-08,SUMATERA SELATAN,OGAN ILIR,20
2002-08,SUMATERA SELATAN,OGAN KOMERING ILIR,80
2002-08,SUMATERA SELATAN,OGAN KOMERING ULU,35
2002-08,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,6
2002-08,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,13
2002-08,SUMATERA UTARA,PADANG LAWAS,18
2002-08,SUMATERA UTARA,PADANG LAWAS UTARA,27
2002-08,GORONTALO,PAHUWATO,4
2002-08,SUMATERA SELATAN,PALI,76
2002-08,BANTEN,PANDEGLANG,1
2002-08,PAPUA TENGAH,PANIAI,1
2002-08,SULAWESI TENGAH,PARIGI MOUTONG,3
2002-08,SUMATERA BARAT,PASAMAN,23
2002-08,KALIMANTAN TIMUR,PASER,38
2002-08,JAWA TIMUR,PASURUAN,2
2002-08,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,1
2002-08,RIAU,PELALAWAN,47
2002-08,KALIMANTAN TIMUR,PENAJAM PASER UTARA,12
2002-08,LAMPUNG,PESISIR BARAT,9
2002-08,SUMATERA BARAT,PESISIR SELATAN,67
2002-08,ACEH,PIDIE,16
2002-08,SULAWESI SELATAN,PINRANG,1
2002-08,SULAWESI BARAT,POLEWALI MANDAR,6
2002-08,SULAWESI TENGAH,POSO,5
2002-08,LAMPUNG,PRINGSEWU,2
2002-08,KALIMANTAN TENGAH,PULANG PISAU,414
2002-08,PAPUA TENGAH,PUNCAK JAYA,2
2002-08,RIAU,ROKAN HILIR,239
2002-08,RIAU,ROKAN HULU,82
2002-08,NUSA TENGGARA TIMUR,ROTE NDAO,1
2002-08,KALIMANTAN BARAT,SAMBAS,109
2002-08,KALIMANTAN BARAT,SANGGAU,742
2002-08,JAMBI,SAROLANGUN,83
2002-08,KALIMANTAN BARAT,SEKADAU,142
2002-08,BENGKULU,SELUMA,5
2002-08,MALUKU,SERAM BAGIAN BARAT,5
