date,province,hotspot_count
2015-10,JAWA TENGAH,23
2015-10,JAWA TIMUR,107
2015-10,KALIMANTAN BARAT,328
2015-10,KALIMANTAN SELATAN,676
2015-10,KALIMANTAN TENGAH,5120
2015-10,KALIMANTAN TIMUR,1655
2015-10,KALIMANTAN UTARA,11
2015-10,KEPULAUAN BANGKA BELITUNG,104
2015-10,KEPULAUAN RIAU,11
2015-10,LAMPUNG,127
2015-10,MALUKU,380
2015-10,MALUKU UTARA,116
2015-10,NUSA TENGGARA BARAT,127
2015-10,NUSA TENGGARA TIMUR,250
2015-10,PAPUA,2
2015-10,PAPUA BARAT,72
2015-10,PAPUA BARAT DAYA,18
2015-10,PAPUA PEGUNUNGAN,47
2015-10,PAPUA SELATAN,1443
2015-10,PAPUA TENGAH,33
2015-10,RIAU,242
2015-10,SULAWESI BARAT,70
2015-10,SULAWESI SELATAN,266
2015-10,SULAWESI TENGAH,383
2015-10,SULAWESI TENGGARA,208
2015-10,SULAWESI UTARA,68
2015-10,SUMATERA BARAT,18
2015-10,SUMATERA SELATAN,6978
2015-10,SUMATERA UTARA,5
2015-11,BALI,1
2015-11,GORONTALO,7
2015-11,JAMBI,29
2015-11,JAWA BARAT,2
2015-11,JAWA TIMUR,40
2015-11,KALIMANTAN BARAT,13
2015-11,KALIMANTAN SELATAN,57
2015-11,KALIMANTAN TENGAH,280
2015-11,KALIMANTAN TIMUR,125
2015-11,KALIMANTAN UTARA,1
2015-11,KEPULAUAN BANGKA BELITUNG,14
2015-11,LAMPUNG,28
2015-11,MALUKU,27
2015-11,MALUKU UTARA,2
2015-11,NUSA TENGGARA BARAT,42
2015-11,NUSA TENGGARA TIMUR,97
2015-11,PAPUA BARAT,1
2015-11,PAPUA PEGUNUNGAN,1
2015-11,PAPUA SELATAN,244
2015-11,RIAU,1
2015-11,SULAWESI BARAT,2
2015-11,SULAWESI SELATAN,89
2015-11,SULAWESI TENGAH,64
2015-11,SULAWESI TENGGARA,86
2015-11,SULAWESI UTARA,4
2015-11,SUMATERA SELATAN,504
2015-11,SUMATERA UTARA,2
2015-12,BANTEN,1
2015-12,GORONTALO,1
2015-12,JAMBI,2
2015-12,JAWA TIMUR,13
2015-12,KALIMANTAN BARAT,1
2015-12,KALIMANTAN SELATAN,2
2015-12,KALIMANTAN TENGAH,15
2015-12,KALIMANTAN TIMUR,46
2015-12,KALIMANTAN UTARA,1
2015-12,LAMPUNG,1
2015-12,MALUKU,7
2015-12,MALUKU UTARA,2
2015-12,NUSA TENGGARA BARAT,1
2015-12,PAPUA SELATAN,552
2015-12,RIAU,2
2015-12,SULAWESI SELATAN,31
2015-12,SULAWESI TENGAH,5
2015-12,SULAWESI TENGGARA,31
2015-12,SULAWESI UTARA,1
2015-12,SUMATERA SELATAN,6
2015-12,SUMATERA UTARA,5
2016-01,ACEH,7
2016-01,JAWA TIMUR,12
2016-01,KALIMANTAN BARAT,2
2016-01,KALIMANTAN SELATAN,31
2016-01,KALIMANTAN TIMUR,116
2016-01,KALIMANTAN UTARA,3
2016-01,KEPULAUAN RIAU,2
2016-01,MALUKU,6
2016-01,MALUKU UTARA,2
2016-01,PAPUA BARAT DAYA,1
2016-01,PAPUA PEGUNUNGAN,1
2016-01,PAPUA SELATAN,575
2016-01,PAPUA TENGAH,3
2016-01,RIAU,1
2016-01,SULAWESI SELATAN,62
2016-01,SULAWESI TENGAH,11
2016-01,SULAWESI TENGGARA,19
2016-01,SUMATERA SELATAN,1
2016-01,SUMATERA UTARA,24
2016-02,ACEH,5
2016-02,BENGKULU,6
2016-02,JAMBI,2
2016-02,JAWA TIMUR,3
2016-02,KALIMANTAN SELATAN,1
2016-02,KALIMANTAN TENGAH,2
2016-02,KALIMANTAN TIMUR,59
2016-02,KALIMANTAN UTARA,3
2016-02,PAPUA BARAT DAYA,1
2016-02,RIAU,46
2016-02,SULAWESI SELATAN,7
2016-02,SULAWESI TENGAH,1
2016-02,SULAWESI UTARA,5
2016-02,SUMATERA SELATAN,1
2016-02,SUMATERA UTARA,17
2016-03,ACEH,19
2016-03,JAWA TIMUR,4
2016-03,KALIMANTAN BARAT,2
2016-03,KALIMANTAN TENGAH,1
2016-03,KALIMANTAN TIMUR,86
2016-03,KALIMANTAN UTARA,16
2016-03,KEPULAUAN BANGKA BELITUNG,3
2016-03,KEPULAUAN RIAU,41
2016-03,RIAU,138
2016-03,SULAWESI SELATAN,11
2016-03,SUMATERA BARAT,2
2016-03,SUMATERA UTARA,24
2016-04,ACEH,17
2016-04,BENGKULU,1
2016-04,GORONTALO,1
2016-04,JAMBI,1
2016-04,JAWA TIMUR,4
2016-04,KALIMANTAN TIMUR,51
2016-04,KALIMANTAN UTARA,16
2016-04,KEPULAUAN RIAU,27
2016-04,MALUKU UTARA,1
2016-04,NUSA TENGGARA TIMUR,2
2016-04,RIAU,121
2016-04,SULAWESI SELATAN,15
2016-04,SULAWESI TENGAH,3
2016-04,SULAWESI TENGGARA,2
2016-04,SUMATERA SELATAN,3
2016-04,SUMATERA UTARA,11
2016-05,ACEH,4
2016-05,BENGKULU,1
2016-05,JAMBI,1
2016-05,JAWA TIMUR,6
2016-05,KALIMANTAN TENGAH,1
2016-05,KALIMANTAN TIMUR,4
2016-05,KALIMANTAN UTARA,1
2016-05,KEPULAUAN RIAU,24
2016-05,PAPUA PEGUNUNGAN,2
2016-05,PAPUA TENGAH,3
2016-05,RIAU,5
2016-05,SULAWESI SELATAN,64
2016-05,SULAWESI TENGAH,3
2016-05,SUMATERA UTARA,5
2016-06,ACEH,8
2016-06,BANTEN,1
2016-06,BENGKULU,6
2016-06,JAMBI,6
2016-06,JAWA TIMUR,4
2016-06,KALIMANTAN TENGAH,1
2016-06,KALIMANTAN TIMUR,2
2016-06,KALIMANTAN UTARA,2
2016-06,KEPULAUAN BANGKA BELITUNG,1
2016-06,LAMPUNG,7
2016-06,MALUKU UTARA,1
2016-06,NUSA TENGGARA BARAT,1
2016-06,NUSA TENGGARA TIMUR,1
2016-06,RIAU,14
2016-06,SULAWESI SELATAN,40
2016-06,SUMATERA BARAT,7
2016-06,SUMATERA SELATAN,12
2016-06,SUMATERA UTARA,31
2016-07,ACEH,17
2016-07,BENGKULU,6
2016-07,JAMBI,9
2016-07,KALIMANTAN BARAT,8
2016-07,KALIMANTAN TENGAH,5
2016-07,KALIMANTAN TIMUR,5
2016-07,KEPULAUAN BANGKA BELITUNG,6
2016-07,LAMPUNG,6
2016-07,MALUKU,1
2016-07,NUSA TENGGARA TIMUR,2
2016-07,PAPUA PEGUNUNGAN,3
2016-07,RIAU,49
2016-07,SULAWESI SELATAN,38
2016-07,SUMATERA BARAT,24
2016-07,SUMATERA SELATAN,9
2016-07,SUMATERA UTARA,61
2016-08,ACEH,17
2016-08,GORONTALO,3
2016-08,JAMBI,5
2016-08,JAWA TENGAH,2
2016-08,KALIMANTAN BARAT,623
2016-08,KALIMANTAN TENGAH,39
2016-08,KALIMANTAN TIMUR,21
2016-08,KALIMANTAN UTARA,35
2016-08,KEPULAUAN BANGKA BELITUNG,30
2016-08,LAMPUNG,17
2016-08,MALUKU,5
2016-08,MALUKU UTARA,1
2016-08,NUSA TENGGARA BARAT,3
2016-08,NUSA TENGGARA TIMUR,31
2016-08,PAPUA,1
2016-08,PAPUA BARAT,1
2016-08,PAPUA BARAT DAYA,1
2016-08,PAPUA PEGUNUNGAN,1
2016-08,PAPUA SELATAN,2
2016-08,RIAU,502
2016-08,SULAWESI SELATAN,40
2016-08,SULAWESI TENGAH,2
2016-08,SULAWESI TENGGARA,3
2016-08,SUMATERA BARAT,14
2016-08,SUMATERA SELATAN,46
2016-08,SUMATERA UTARA,55
2016-09,ACEH,6
2016-09,BENGKULU,2
2016-09,JAMBI,4
2016-09,JAWA BARAT,2
2016-09,JAWA TIMUR,5
2016-09,KALIMANTAN BARAT,309
2016-09,KALIMANTAN SELATAN,4
2016-09,KALIMANTAN TENGAH,95
2016-09,KALIMANTAN TIMUR,12
2016-09,KALIMANTAN UTARA,17
2016-09,KEPULAUAN BANGKA BELITUNG,14
2016-09,LAMPUNG,13
2016-09,MALUKU,3
2016-09,NUSA TENGGARA BARAT,5
2016-09,NUSA TENGGARA TIMUR,35
2016-09,RIAU,11
2016-09,SULAWESI BARAT,1
2016-09,SULAWESI SELATAN,38
2016-09,SULAWESI TENGAH,4
2016-09,SULAWESI TENGGARA,7
2016-09,SULAWESI UTARA,2
2016-09,SUMATERA BARAT,9
2016-09,SUMATERA SELATAN,13
2016-09,SUMATERA UTARA,21
2016-10,ACEH,12
2016-10,GORONTALO,1
2016-10,JAMBI,1
2016-10,JAWA TIMUR,1
2016-10,KALIMANTAN BARAT,22
2016-10,KALIMANTAN SELATAN,4
2016-10,KALIMANTAN TENGAH,25
2016-10,KALIMANTAN TIMUR,4
2016-10,KEPULAUAN BANGKA BELITUNG,9
2016-10,LAMPUNG,9
2016-10,MALUKU,2
2016-10,NUSA TENGGARA BARAT,11
2016-10,NUSA TENGGARA TIMUR,55
2016-10,PAPUA SELATAN,10
2016-10,RIAU,28
2016-10,SULAWESI BARAT,1
2016-10,SULAWESI SELATAN,22
2016-10,SULAWESI TENGAH,10
2016-10,SULAWESI TENGGARA,9
2016-10,SUMATERA BARAT,3
2016-10,SUMATERA SELATAN,3
2016-10,SUMATERA UTARA,38
2016-11,BENGKULU,1
2016-11,GORONTALO,1
2016-11,KALIMANTAN BARAT,1
2016-11,KALIMANTAN TENGAH,9
2016-11,KALIMANTAN TIMUR,7
2016-11,MALUKU,3
2016-11,MALUKU UTARA,1
2016-11,NUSA TENGGARA BARAT,5
2016-11,NUSA TENGGARA TIMUR,7
2016-11,PAPUA SELATAN,20
2016-11,SULAWESI SELATAN,27
2016-11,SULAWESI TENGAH,9
2016-11,SULAWESI TENGGARA,4
2016-11,SUMATERA BARAT,2
2016-11,SUMATERA SELATAN,1
2016-11,SUMATERA UTARA,2
2016-12,JAMBI,1
2016-12,JAWA TENGAH,3
2016-12,KALIMANTAN TENGAH,1
2016-12,KALIMANTAN TIMUR,1
2016-12,LAMPUNG,4
2016-12,PAPUA SELATAN,8
2016-12,RIAU,6
2016-12,SULAWESI SELATAN,15
2016-12,SULAWESI TENGAH,1
2016-12,SULAWESI TENGGARA,1
2016-12,SUMATERA BARAT,10
2016-12,SUMATERA UTARA,2
2017-01,ACEH,3
2017-01,GORONTALO,1
2017-01,JAMBI,5
2017-01,KALIMANTAN BARAT,6
2017-01,KEPULAUAN RIAU,1
2017-01,MALUKU UTARA,1
2017-01,NUSA TENGGARA TIMUR,1
2017-01,RIAU,13
2017-01,SULAWESI SELATAN,29
2017-01,SULAWESI TENGAH,4
2017-01,SULAWESI TENGGARA,4
2017-01,SUMATERA BARAT,14
2017-01,SUMATERA SELATAN,2
2017-01,SUMATERA UTARA,1
2017-02,ACEH,8
2017-02,JAMBI,5
2017-02,KALIMANTAN BARAT,5
2017-02,KALIMANTAN TENGAH,12
2017-02,MALUKU,1
2017-02,PAPUA,1
2017-02,RIAU,25
2017-02,SULAWESI SELATAN,22
2017-02,SULAWESI TENGAH,4
2017-02,SUMATERA UTARA,6
2017-03,ACEH,4
2017-03,BENGKULU,2
2017-03,JAMBI,1
2017-03,KALIMANTAN BARAT,2
2017-03,LAMPUNG,1
2017-03,NUSA TENGGARA BARAT,2
2017-03,RIAU,1
2017-03,SULAWESI SELATAN,12
2017-03,SULAWESI TENGAH,2
2017-03,SUMATERA BARAT,1
2017-03,SUMATERA SELATAN,3
2017-03,SUMATERA UTARA,7
2017-04,ACEH,2
2017-04,BENGKULU,4
2017-04,JAMBI,1
2017-04,KALIMANTAN TIMUR,1
2017-04,LAMPUNG,2
2017-04,MALUKU,1
2017-04,MALUKU UTARA,1
2017-04,NUSA TENGGARA BARAT,1
2017-04,NUSA TENGGARA TIMUR,1
2017-04,RIAU,5
2017-04,SULAWESI SELATAN,17
2017-04,SUMATERA UTARA,1
2017-05,ACEH,3
2017-05,GORONTALO,1
2017-05,KALIMANTAN BARAT,1
2017-05,KALIMANTAN TIMUR,1
2017-05,LAMPUNG,2
2017-05,NUSA TENGGARA TIMUR,11
2017-05,PAPUA PEGUNUNGAN,2
2017-05,PAPUA TENGAH,1
2017-05,SULAWESI SELATAN,33
2017-05,SUMATERA BARAT,2
2017-05,SUMATERA SELATAN,1
2017-05,SUMATERA UTARA,1
2017-06,ACEH,15
2017-06,BENGKULU,1
2017-06,JAMBI,4
2017-06,JAWA TIMUR,2
2017-06,KALIMANTAN SELATAN,1
2017-06,KALIMANTAN TENGAH,1
2017-06,LAMPUNG,5
2017-06,NUSA TENGGARA BARAT,20
2017-06,NUSA TENGGARA TIMUR,10
2017-06,PAPUA PEGUNUNGAN,2
2017-06,PAPUA SELATAN,2
2017-06,PAPUA TENGAH,3
2017-06,RIAU,4
2017-06,SULAWESI SELATAN,9
2017-06,SUMATERA BARAT,7
2017-06,SUMATERA SELATAN,6
2017-06,SUMATERA UTARA,7
2017-07,ACEH,53
2017-07,BENGKULU,3
2017-07,JAMBI,4
2017-07,JAWA TENGAH,1
2017-07,JAWA TIMUR,6
2017-07,KALIMANTAN BARAT,92
2017-07,KALIMANTAN SELATAN,4
2017-07,KALIMANTAN TENGAH,4
2017-07,KALIMANTAN TIMUR,1
2017-07,KALIMANTAN UTARA,10
2017-07,KEPULAUAN BANGKA BELITUNG,3
2017-07,LAMPUNG,9
2017-07,NUSA TENGGARA BARAT,30
2017-07,NUSA TENGGARA TIMUR,46
2017-07,PAPUA BARAT,1
2017-07,PAPUA PEGUNUNGAN,1
2017-07,PAPUA SELATAN,2
2017-07,RIAU,29
2017-07,SULAWESI SELATAN,26
2017-07,SUMATERA BARAT,11
2017-07,SUMATERA SELATAN,18
2017-07,SUMATERA UTARA,29
2017-08,ACEH,8
2017-08,JAMBI,6
2017-08,JAWA BARAT,14
2017-08,JAWA TENGAH,5
2017-08,JAWA TIMUR,12
2017-08,KALIMANTAN BARAT,92
2017-08,KALIMANTAN TENGAH,1
2017-08,KALIMANTAN TIMUR,12
2017-08,KALIMANTAN UTARA,12
2017-08,KEPULAUAN BANGKA BELITUNG,15
2017-08,LAMPUNG,18
2017-08,MALUKU,9
2017-08,MALUKU UTARA,4
2017-08,NUSA TENGGARA BARAT,36
2017-08,NUSA TENGGARA TIMUR,86
2017-08,PAPUA BARAT,1
2017-08,PAPUA SELATAN,107
2017-08,RIAU,16
2017-08,SULAWESI SELATAN,13
2017-08,SULAWESI TENGGARA,3
2017-08,SUMATERA BARAT,4
2017-08,SUMATERA SELATAN,15
2017-08,SUMATERA UTARA,7
2017-09,ACEH,1
2017-09,BALI,15
2017-09,BANTEN,2
2017-09,DI YOGYAKARTA,1
2017-09,DKI JAKARTA,1
2017-09,GORONTALO,2
2017-09,JAMBI,1
2017-09,JAWA BARAT,14
2017-09,JAWA TIMUR,35
2017-09,KALIMANTAN BARAT,205
2017-09,KALIMANTAN SELATAN,37
2017-09,KALIMANTAN TENGAH,30
2017-09,KALIMANTAN TIMUR,33
2017-09,KALIMANTAN UTARA,2
2017-09,KEPULAUAN BANGKA BELITUNG,10
2017-09,LAMPUNG,14
2017-09,MALUKU,2
2017-09,MALUKU UTARA,1
2017-09,NUSA TENGGARA BARAT,73
2017-09,NUSA TENGGARA TIMUR,80
2017-09,PAPUA PEGUNUNGAN,3
2017-09,PAPUA SELATAN,20
2017-09,PAPUA TENGAH,1
2017-09,RIAU,1
2017-09,SULAWESI BARAT,12
2017-09,SULAWESI SELATAN,59
2017-09,SULAWESI TENGAH,14
2017-09,SULAWESI TENGGARA,10
2017-09,SUMATERA BARAT,1
2017-09,SUMATERA SELATAN,47
2017-09,SUMATERA UTARA,3
2017-10,ACEH,26
2017-10,BENGKULU,2
2017-10,JAMBI,4
2017-10,JAWA TENGAH,2
2017-10,JAWA TIMUR,19
2017-10,KALIMANTAN BARAT,6
2017-10,KALIMANTAN SELATAN,6
2017-10,KALIMANTAN TENGAH,27
2017-10,KALIMANTAN TIMUR,27
2017-10,KALIMANTAN UTARA,5
2017-10,KEPULAUAN BANGKA BELITUNG,2
2017-10,KEPULAUAN RIAU,2
2017-10,LAMPUNG,8
2017-10,MALUKU,13
2017-10,MALUKU UTARA,2
2017-10,NUSA TENGGARA BARAT,46
2017-10,NUSA TENGGARA TIMUR,113
2017-10,PAPUA,1
2017-10,PAPUA BARAT,1
2017-10,PAPUA SELATAN,68
2017-10,RIAU,16
2017-10,SULAWESI BARAT,2
2017-10,SULAWESI SELATAN,21
2017-10,SULAWESI TENGAH,14
2017-10,SULAWESI TENGGARA,3
2017-10,SUMATERA BARAT,15
2017-10,SUMATERA SELATAN,8
2017-10,SUMATERA UTARA,8
2017-11,JAWA TIMUR,14
2017-11,KALIMANTAN TENGAH,2
2017-11,LAMPUNG,1
2017-11,MALUKU UTARA,1
2017-11,NUSA TENGGARA BARAT,8
2017-11,NUSA TENGGARA TIMUR,17
2017-11,PAPUA SELATAN,44
2017-11,SULAWESI SELATAN,23
2017-11,SULAWESI TENGAH,5
2017-11,SULAWESI TENGGARA,3
2017-11,SUMATERA SELATAN,1
2017-11,SUMATERA UTARA,4
2017-12,JAMBI,1
2017-12,JAWA TIMUR,9
2017-12,KALIMANTAN BARAT,2
2017-12,KALIMANTAN TENGAH,1
2017-12,MALUKU UTARA,2
2017-12,NUSA TENGGARA BARAT,2
2017-12,PAPUA,1
2017-12,PAPUA SELATAN,8
2017-12,SULAWESI BARAT,1
2017-12,SULAWESI SELATAN,22
2017-12,SULAWESI TENGAH,2
2017-12,SULAWESI TENGGARA,23
2017-12,SULAWESI UTARA,1
2017-12,SUMATERA BARAT,2
2017-12,SUMATERA SELATAN,1
2017-12,SUMATERA UTARA,1
2018-01,BENGKULU,7
2018-01,JAMBI,6
2018-01,KALIMANTAN BARAT,5
2018-01,KALIMANTAN TENGAH,1
2018-01,KEPULAUAN BANGKA BELITUNG,1
2018-01,LAMPUNG,1
2018-01,NUSA TENGGARA BARAT,1
2018-01,RIAU,1
2018-01,SULAWESI SELATAN,18
2018-01,SULAWESI TENGAH,4
2018-01,SULAWESI TENGGARA,5
2018-01,SUMATERA BARAT,14
2018-01,SUMATERA SELATAN,3
2018-02,ACEH,15
2018-02,BANTEN,1
2018-02,BENGKULU,5
2018-02,JAMBI,3
2018-02,KALIMANTAN BARAT,52
2018-02,KALIMANTAN TENGAH,4
2018-02,KEPULAUAN BANGKA BELITUNG,1
2018-02,KEPULAUAN RIAU,8
2018-02,MALUKU UTARA,1
2018-02,NUSA TENGGARA BARAT,1
2018-02,PAPUA SELATAN,2
2018-02,RIAU,103
2018-02,SULAWESI SELATAN,13
2018-02,SULAWESI TENGAH,2
2018-02,SULAWESI TENGGARA,22
2018-02,SULAWESI UTARA,1
2018-02,SUMATERA BARAT,18
2018-02,SUMATERA SELATAN,1
2018-02,SUMATERA UTARA,4
2018-03,ACEH,3
2018-03,BENGKULU,3
2018-03,GORONTALO,1
2018-03,KALIMANTAN BARAT,12
2018-03,KALIMANTAN SELATAN,1
2018-03,KALIMANTAN TENGAH,1
2018-03,KALIMANTAN TIMUR,1
2018-03,KEPULAUAN RIAU,3
2018-03,MALUKU,2
2018-03,NUSA TENGGARA BARAT,9
2018-03,PAPUA TENGAH,1
2018-03,RIAU,4
2018-03,SULAWESI SELATAN,14
2018-03,SULAWESI TENGAH,4
2018-03,SULAWESI UTARA,1
2018-03,SUMATERA BARAT,1
2018-03,SUMATERA SELATAN,1
2018-03,SUMATERA UTARA,2
2018-04,ACEH,6
2018-04,GORONTALO,1
2018-04,KALIMANTAN BARAT,3
2018-04,KALIMANTAN TENGAH,1
2018-04,KEPULAUAN BANGKA BELITUNG,1
2018-04,LAMPUNG,2
2018-04,MALUKU,3
2018-04,NUSA TENGGARA BARAT,13
2018-04,NUSA TENGGARA TIMUR,1
2018-04,RIAU,12
2018-04,SULAWESI SELATAN,30
2018-04,SULAWESI TENGAH,2
2018-04,SUMATERA BARAT,2
2018-04,SUMATERA SELATAN,2
2018-04,SUMATERA UTARA,1
2018-05,ACEH,3
2018-05,GORONTALO,1
2018-05,JAMBI,1
2018-05,JAWA BARAT,1
2018-05,KALIMANTAN SELATAN,1
2018-05,KALIMANTAN TIMUR,1
2018-05,KEPULAUAN BANGKA BELITUNG,1
2018-05,LAMPUNG,3
2018-05,MALUKU UTARA,2
2018-05,NUSA TENGGARA BARAT,11
2018-05,NUSA TENGGARA TIMUR,15
2018-05,PAPUA BARAT DAYA,2
2018-05,PAPUA PEGUNUNGAN,1
2018-05,PAPUA SELATAN,1
2018-05,PAPUA TENGAH,1
2018-05,RIAU,2
2018-05,SULAWESI SELATAN,29
2018-05,SULAWESI TENGAH,1
2018-05,SUMATERA BARAT,2
2018-05,SUMATERA SELATAN,3
2018-05,SUMATERA UTARA,3
2018-06,ACEH,8
2018-06,BENGKULU,5
2018-06,JAWA BARAT,1
2018-06,JAWA TIMUR,7
2018-06,KALIMANTAN BARAT,3
2018-06,KALIMANTAN TENGAH,5
2018-06,KALIMANTAN TIMUR,1
2018-06,KALIMANTAN UTARA,1
2018-06,KEPULAUAN BANGKA BELITUNG,1
2018-06,LAMPUNG,7
2018-06,MALUKU,2
2018-06,NUSA TENGGARA BARAT,10
2018-06,NUSA TENGGARA TIMUR,19
2018-06,PAPUA PEGUNUNGAN,2
2018-06,PAPUA SELATAN,1
2018-06,RIAU,4
2018-06,SULAWESI SELATAN,29
2018-06,SULAWESI TENGAH,1
2018-06,SUMATERA BARAT,2
2018-06,SUMATERA SELATAN,2
2018-06,SUMATERA UTARA,12
2018-07,ACEH,11
2018-07,BENGKULU,1
2018-07,JAMBI,16
2018-07,JAWA BARAT,4
2018-07,JAWA TENGAH,1
2018-07,JAWA TIMUR,8
2018-07,KALIMANTAN BARAT,193
2018-07,KALIMANTAN SELATAN,12
2018-07,KALIMANTAN TENGAH,19
2018-07,KALIMANTAN TIMUR,4
2018-07,KALIMANTAN UTARA,15
2018-07,KEPULAUAN BANGKA BELITUNG,13
2018-07,KEPULAUAN RIAU,1
2018-07,LAMPUNG,16
2018-07,MALUKU UTARA,4
2018-07,NUSA TENGGARA BARAT,17
2018-07,NUSA TENGGARA TIMUR,38
2018-07,PAPUA PEGUNUNGAN,1
2018-07,PAPUA SELATAN,14
2018-07,RIAU,88
2018-07,SULAWESI SELATAN,18
2018-07,SULAWESI TENGGARA,3
2018-07,SUMATERA BARAT,10
2018-07,SUMATERA SELATAN,19
2018-07,SUMATERA UTARA,13
2018-08,ACEH,41
2018-08,BANTEN,1
2018-08,GORONTALO,4
2018-08,JAMBI,27
2018-08,JAWA BARAT,10
2018-08,JAWA TENGAH,12
2018-08,JAWA TIMUR,20
2018-08,KALIMANTAN BARAT,1607
2018-08,KALIMANTAN SELATAN,17
2018-08,KALIMANTAN TENGAH,422
2018-08,KALIMANTAN TIMUR,50
2018-08,KALIMANTAN UTARA,22
2018-08,KEPULAUAN BANGKA BELITUNG,29
2018-08,KEPULAUAN RIAU,1
2018-08,LAMPUNG,26
2018-08,MALUKU,18
2018-08,MALUKU UTARA,1
2018-08,NUSA TENGGARA BARAT,11
2018-08,NUSA TENGGARA TIMUR,15
2018-08,PAPUA PEGUNUNGAN,5
2018-08,PAPUA SELATAN,25
2018-08,RIAU,620
2018-08,SULAWESI BARAT,1
2018-08,SULAWESI SELATAN,21
2018-08,SULAWESI TENGAH,9
2018-08,SULAWESI TENGGARA,8
2018-08,SUMATERA BARAT,17
2018-08,SUMATERA SELATAN,22
2018-08,SUMATERA UTARA,42
2018-09,ACEH,3
2018-09,BANTEN,4
2018-09,BENGKULU,4
2018-09,GORONTALO,16
2018-09,JAMBI,11
2018-09,JAWA BARAT,10
2018-09,JAWA TENGAH,18
2018-09,JAWA TIMUR,49
2018-09,KALIMANTAN BARAT,146
2018-09,KALIMANTAN SELATAN,157
2018-09,KALIMANTAN TENGAH,641
2018-09,KALIMANTAN TIMUR,175
2018-09,KALIMANTAN UTARA,12
2018-09,KEPULAUAN BANGKA BELITUNG,26
2018-09,LAMPUNG,33
2018-09,MALUKU,16
2018-09,MALUKU UTARA,7
2018-09,NUSA TENGGARA BARAT,74
2018-09,NUSA TENGGARA TIMUR,84
2018-09,PAPUA SELATAN,196
2018-09,RIAU,167
2018-09,SULAWESI BARAT,22
2018-09,SULAWESI SELATAN,80
2018-09,SULAWESI TENGAH,28
2018-09,SULAWESI TENGGARA,21
2018-09,SULAWESI UTARA,5
2018-09,SUMATERA BARAT,4
2018-09,SUMATERA SELATAN,89
2018-09,SUMATERA UTARA,1
2018-10,BALI,12
2018-10,GORONTALO,3
2018-10,JAMBI,4
2018-10,JAWA BARAT,10
2018-10,JAWA TENGAH,6
2018-10,JAWA TIMUR,88
2018-10,KALIMANTAN BARAT,16
2018-10,KALIMANTAN SELATAN,115
2018-10,KALIMANTAN TENGAH,188
2018-10,KALIMANTAN TIMUR,74
2018-10,KALIMANTAN UTARA,2
2018-10,LAMPUNG,4
2018-10,MALUKU,23
2018-10,MALUKU UTARA,5
2018-10,NUSA TENGGARA BARAT,98
2018-10,NUSA TENGGARA TIMUR,164
2018-10,PAPUA PEGUNUNGAN,3
2018-10,PAPUA SELATAN,440
2018-10,PAPUA TENGAH,2
2018-10,RIAU,15
2018-10,SULAWESI BARAT,5
2018-10,SULAWESI SELATAN,94
2018-10,SULAWESI TENGAH,54
2018-10,SULAWESI TENGGARA,80
2018-10,SULAWESI UTARA,11
2018-10,SUMATERA SELATAN,75
2018-11,ACEH,1
2018-11,BANTEN,1
2018-11,JAWA TIMUR,5
2018-11,KALIMANTAN SELATAN,5
2018-11,KALIMANTAN TENGAH,1
2018-11,KALIMANTAN TIMUR,3
2018-11,KALIMANTAN UTARA,3
2018-11,LAMPUNG,1
2018-11,MALUKU,10
2018-11,MALUKU UTARA,4
2018-11,NUSA TENGGARA BARAT,20
2018-11,NUSA TENGGARA TIMUR,23
2018-11,PAPUA PEGUNUNGAN,1
2018-11,PAPUA SELATAN,164
2018-11,PAPUA TENGAH,2
2018-11,SULAWESI SELATAN,43
2018-11,SULAWESI TENGAH,8
2018-11,SULAWESI TENGGARA,12
2018-11,SULAWESI UTARA,1
2018-11,SUMATERA SELATAN,2
2018-12,ACEH,1
2018-12,KALIMANTAN BARAT,2
2018-12,KALIMANTAN SELATAN,3
2018-12,KALIMANTAN TIMUR,8
2018-12,MALUKU,3
2018-12,MALUKU UTARA,3
2018-12,NUSA TENGGARA BARAT,2
2018-12,PAPUA SELATAN,9
2018-12,SULAWESI SELATAN,25
2018-12,SULAWESI TENGAH,9
2018-12,SULAWESI TENGGARA,11
2018-12,SULAWESI UTARA,8
2018-12,SUMATERA SELATAN,2
2019-01,ACEH,3
2019-01,JAMBI,1
2019-01,KALIMANTAN BARAT,1
2019-01,KALIMANTAN SELATAN,2
2019-01,KALIMANTAN TENGAH,1
2019-01,KALIMANTAN TIMUR,1
2019-01,MALUKU,1
2019-01,PAPUA PEGUNUNGAN,2
2019-01,PAPUA TENGAH,1
2019-01,RIAU,8
2019-01,SULAWESI SELATAN,10
2019-01,SULAWESI TENGAH,2
2019-01,SULAWESI TENGGARA,1
2019-01,SULAWESI UTARA,14
2019-01,SUMATERA UTARA,1
2019-02,BENGKULU,1
2019-02,GORONTALO,3
2019-02,KALIMANTAN SELATAN,6
2019-02,KALIMANTAN TIMUR,13
2019-02,KALIMANTAN UTARA,5
2019-02,KEPULAUAN RIAU,4
2019-02,LAMPUNG,1
2019-02,MALUKU UTARA,3
2019-02,NUSA TENGGARA BARAT,6
2019-02,RIAU,246
2019-02,SULAWESI SELATAN,19
2019-02,SULAWESI TENGAH,6
2019-02,SULAWESI UTARA,8
2019-02,SUMATERA UTARA,3
2019-03,ACEH,1
2019-03,GORONTALO,3
